province,district,name,HMIS_code,DHIS2_UID,smartcare_GUID,eLMIS_ID,iHRIS_ID,location,ownership,facility_type,longitude,latitude,catchment_population_head_count,catchment_population_cso,operation_status
Northern,Luwingu,Kasunga  Health Post,,siuBxfKphec,,,,,GRZ,Health Post,,,,,Operational
Northern,Luwingu,Malekani Health Post,,PUrj7QrvNGh,,,,,GRZ,Health Post,,,,,Operational
Northern,Luwingu,Mfungwe  Health Post,,eXIf6Qgfiyf,,,,,GRZ,Health Post,,,,,Operational
Northern,Luwingu,Misambula Health Post,,XlQk6XCOPbQ,,,,,GRZ,Health Post,,,,,Operational
Northern,Luwingu,Mwingilila  Health Post,,cWoIFS5GqNd,,,,,GRZ,Health Post,,,,,Operational
Northern,Mbala,Chalele Health Post,,dJCU1h1IRvm,,,,,GRZ,Health Post,,,,,Operational
Northern,Mbala,Chipoka Health Post,,hUhh5WzavBP,,,,,GRZ,Health Post,,,,,Operational
Northern,Mbala,Kamyanga Health Post,,Ro7OE8JIpz4,,,,,GRZ,Health Post,,,,,Operational
Northern,Mbala,Kasunga Health Post,,Pw7G29LIyZ2,,,,,GRZ,Health Post,,,,,Operational
Northern,Mbala,Katito Health Post,,lDJYsbS3uQb,,,,,GRZ,Health Post,,,,,Operational
Northern,Mbala,Pumpa Health Post,,W5ORiIJwNhs,,,,,GRZ,Health Post,34.194,8.664,,,Operational
Northern,Mbala,Zombe Health Post,,KZB1p0pikCQ,,,,,GRZ,Health Post,,,,,Operational
Northern,Mporokoso,Chongo Chinondo Health Post,,iNkSJTyLKSw,,,,,GRZ,Health Post,,,,,Operational
Northern,Mporokoso,Katutwa Health Post,,Jge5N3fOgZU,,,,,GRZ,Health Post,,,,,Operational
Northern,Mporokoso,Levi Health Post,,MC0Acz8NdjS,,,,,GRZ,Health Post,,,,,Operational
Northern,Mporokoso,Mole Health Post,,k5Rxe9mg6nd,,,,,GRZ,Health Post,,,,,Operational
Northern,Mpulungu,Chezi Health Post,,C3fo5UCzg3H,,,,,GRZ,Health Post,,,,,Operational
Northern,Mpulungu,Chipwa Health Post,,H1GhNzYjcF9,,,,,GRZ,Health Post,,,,,Operational
Northern,Mpulungu,Chisanza Rural Health Centre,,QVn5tLhyP9Z,,,,,GRZ,Rural Health Centre,31.1904,-8.6731,,,Operational
Northern,Mpulungu,Chitli Health Post,,plXVfq3fHFk,,,,,GRZ,Health Post,,,,,Operational
Northern,Mpulungu,Chituta Health Post,,ejuLwdxCNTc,,,,,GRZ,Health Post,,,,,Operational
Northern,Mpulungu,Kalonda Health Post,,xyylehERu7p,,,,,GRZ,Health Post,,,,,Operational
Northern,Mpulungu,Kasansala Health Post,,q0cV0DsILqo,,,,,GRZ,Health Post,,,,,Operational
Northern,Mpulungu,Kawe Health Post,,TUilzDIpCF6,,,,,GRZ,Health Post,,,,,Operational
Northern,Mpulungu,Makola Health Post,,AbjqCULhpKm,,,,,GRZ,Health Post,,,,,Operational
Northern,Mpulungu,Muswilo Health Post,,riRtMeO9KY2,,,,,GRZ,Health Post,,,,,Operational
Northern,Mungwi,Chanundu Health Post,,fWQuVRCyXCT,,,,,GRZ,Health Post,,,,,Operational
Northern,Mungwi,Chilombwa Health Post,,GiL5gEu5MQn,,,,,GRZ,Health Post,,,,,Operational
Northern,Mungwi,Chisanga Ponde Health Post,,gi7QC0cB0j1,,,,,GRZ,Health Post,,,,,Operational
Northern,Mungwi,Kalikeka Health Post,,cvJ2OR3MxwL,,,,,GRZ,Health Post,,,,,Operational
Northern,Mungwi,Mukuka Mfumu  HAHC,,EbyuFvkOhLz,,,,,,,,,,,Operational
Northern,Mungwi,Mulilo Kafyama Health Post,,pvN7NWGkic7,,,,,GRZ,Health Post,,,,,Operational
Northern,Mungwi,Mungwi District Hospital,,xfNEUTcIFI4,,,,,,,,,,,Operational
Northern,Mungwi,Ndakala Health Post,,K8aHlxIArHv,,,,,GRZ,Health Post,,,,,Operational
Northern,Nsama,Chibanga Health Post,,P2d1krhUSiF,,,,,GRZ,Health Post,30.4826818,-8.5187318,,,Operational
Northern,Nsama,Katele Health Post,,GwdpdlGMdQo,,,,,GRZ,Health Post,30.1721293,-9.175756,,,Operational
Northern,Nsama,Katwatwa Health Post,,XbYNkvpwJRI,,,,,GRZ,Health Post,30.19385,-8.46091,,,Operational
Northern,Nsama,Mikose Health Post,,c3EpYjfN5Yi,,,,,GRZ,Health Post,29.85595333,-8.697181667,,,Operational
Northern,Nsama,Mukotwe Health Post,,maZ2XlBdy0r,,,,,GRZ,Health Post,30.109593,-9.0978375,,,Operational
Northern,Nsama,Munyele Health Post,,Gq4KeEK5XBj,,,,,GRZ,Health Post,30.1721293,-9.175756,,,Operational
Northern,Nsama,Mupandi Health Post,,XET8i2TFKry,,,,,GRZ,Health Post,29.4709073,-8.9025375,,,Operational
Northern,Senga,Chikwanda  Health Post,,TfiuTdEq3Qq,,,,,GRZ,Health Post,,,,,Operational
Northern,Senga,Chisanzu Health Post,,Jiru3FEe8RW,,,,,GRZ,Health Post,,,,,Operational
Northern,Senga,John Chikomangome Health Post,,e3HIESgCFLk,,,,,GRZ,Health Post,,,,,Operational
Northern,Senga,John Chivuta Health Post,,VzfcwXjOMaq,,,,,GRZ,Health Post,,,,,Operational
Northern,Senga,Matanga Health Post,,xfmJEMKO9mb,,,,,GRZ,Health Post,,,,,Operational
Northern,Senga,Mukunta Health Post,,W0rkeRYerZE,,,,,GRZ,Health Post,,,,,Operational
Northern,Senga,Mwenyi Health Post,,vlUT4oIjWKH,,,,,GRZ,Health Post,,,,,Operational
Northern,Senga,Ntembo  Health Post,,bQCiUuAzuQ6,,,,,GRZ,Health Post,,,,,Operational
Northern,Senga,Sementi Health Post,,kxR3RlQfkao,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Chavuma,Chavuma Mission Hospital HAHC,,OpmpPj7cMgy,,,,,,,,,,,Operational
Northwestern,Chavuma,Chikanji Health Post,,UvRd71dBXSt,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Chavuma,Chikongolo Health Post,,xvMkUIkGwu2,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Chavuma,Kakoma Health Post,,IT6oR5g9t4v,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Chavuma,Kamisamba Healht Post,,VYjazhO6LSS,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Chavuma,Lingundu Health Post,,NP4QfLCdurg,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Chavuma,Lipinda Health Post,,ZyL2UolMvPt,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Chavuma,Mbalango Health Post,,mEX0NKp5AXB,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Chavuma,Sangongo Health Post,,yYcnWP9ki7F,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Chavuma,Sewe Health Post,,wgawrvdEMEC,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Ikelenge,Kasanga Health Post,,ppCi7MUy5Et,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Ikelenge,Keumba  Health Post,,VaQ9Ch7OUrc,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Ikelenge,Muweji Health Post,,hxwHyJHMLZT,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Ikelenge,Sahandu Health Post,,v7Q8TjTeDvx,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Ikelenge,Yambeji Health Post,,Rs91fO0ZqFU,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Kabompo,Kalwilo North  Health Post,,RCDz5POhARF,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Kabompo,Kamashila Health Post,,AaHjJI4XyW2,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Kabompo,Kamisamba Health Post,,RaqVQEmDtQ9,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Kabompo,Katendwa School Health Post,,juME2NVuMNv,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Kabompo,Maveve Health Post,,QMslVJa8ZgT,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Kalumbila,Bumi clinic Health Post,,vTR5QLw3EN1,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Kalumbila,Kamiba Health Post,,V9vQBHXRJnt,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Kalumbila,Kyansununu Health Post,,bzPF77ZCn5g,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Kalumbila,Mery Begg Health Services,,y7RQ92vsc6e,,,,,,,,,,,Operational
Northwestern,Kalumbila,Morris Rowe Health Post,,NdgDW3Wo9h0,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Kalumbila,Mukilawantambo Health Post,,efx5yTUbKMy,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Kalumbila,Musangezhi  Health Post,,QUJtFVjutiF,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Kasempa,Janyauki Health Post,,JRwcasFRUPP,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Kasempa,Kabele Health Post,,ylu3c2n1EiL,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Kasempa,Kabutwitwi Health Post,,TLKZ43qy5ne,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Kasempa,Kaimbwe Health Post,,dQR0wdf52ns,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Kasempa,Kalusha Health Post,,jtdJsGPOsLu,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Kasempa,Kantenda Health Post,,WHiZY3KgJmg,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Kasempa,Kizhiba Health Post,,KOUgHtNqOI7,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Manyinga,Chipanda Health Post,,fJRfWnK08hO,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Manyinga,Kachikenge Health Post,,fsQ9IVB1Gda,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Manyinga,Mundanya Health Post,,BTVumB1B4CX,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Mufumbwe,Kabanga Health Post,,wgig0JdUk1Q,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Mufumbwe,Kalende Health Post,,YvTlPu4cRUJ,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Mufumbwe,Kalongelo Health Post,,tGpvapaEllt,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Mufumbwe,Kamazovu Health Post,,eOadEpkXS4w,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Mufumbwe,Kashima West Health Post,,mwKCpjsXNxH,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Mufumbwe,Kawama Health Post,,HGXJ0S1JIA6,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Mufumbwe,Lumwe Health Post,,UcCSQ0M1az7,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Mufumbwe,Shukwe Health Post,,yGylw4BYbV3,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Mufumbwe,Shungulu Health Post,,JPj1mu7E19M,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Mufumbwe,Wishimanga Health Post,,yXUpMwrj03B,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Mushindamo,Shafilundu Health Post,,zHTrg9Dl6Ll,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Mwinilunga,Kanyikezhi Health Post,,zS4uwupyw0r,,,,,GRZ,Health Post,25.91,12.029,,,Operational
Northwestern,Mwinilunga,Nsweta Health Post,70090027,qsyNNRAUTxJ,,,,,GRZ,Health Post,24.831595,-11.52401,,,Operational
Northwestern,Solwezi,Kandundu Urban Health Centre,,ITHtwcEW7Qb,,,,,GRZ,Urban Health Centre,,,,,Operational
Northwestern,Solwezi,Kivuku Health Post,,jtlSZ2MNat9,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Solwezi,Mapopo Health Post,,cbGtqz6YfXN,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Solwezi,Saint Johns Medical Center,,Kn481LCXePr,,,,,,,,,,,Operational
Northwestern,Solwezi,Solwezi Airport Clinic UHC,,jEqxdjlRwJo,,,,,,,,,,,Operational
Northwestern,Solwezi,Wisdom Health Post,,T1rbgmiV3Zu,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Zambezi,Kalwilo Health Post,,DkuGsBzXAJX,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Zambezi,Kayilamba Health Post,,OhxeVLZPsYM,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Zambezi,Kayimba Health Post,,hNaSadYJaf8,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Zambezi,Lwatembo Health Post,,bUU2CElW2xk,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Zambezi,Lwatembo West Health Post,,EQAPJPoHXmE,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Zambezi,Lwitadi Health Post,,dES8x9MxepS,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Zambezi,Mukongu Health Post,,jYNqX2q3IRz,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Zambezi,Nyachikayi Health Post,,OUtihNK8kKw,,,,,GRZ,Health Post,,,,,Operational
Northwestern,Zambezi,Nyilamba Health Post,,DZmCQ2fmh5h,,,,,GRZ,Health Post,,,,,Operational
Southern,Chikankata,Chilileka East Health Post,,GLvDFPJKCQJ,,,,,GRZ,Health Post,,,,,Operational
Southern,Chikankata,Hapiku Health Post,,CpjunN2mmui,,,,,GRZ,Health Post,,,,,Operational
Southern,Chikankata,Kaabo Health Post,,KlHmR1WcW0Z,,,,,GRZ,Health Post,,,,,Operational
Southern,Gwembe,Nazikweye Health Post,,UBKZYEE9Gz2,,,,,GRZ,Health Post,,,,,Operational
Southern,Kazungula,Kazungula District Hospital,,lPgEA6emAUX,,,,,GRZ,Hospital Level I,,,,,Operational
Southern,Kazungula,Maunga Health Post,,X1maYvniWos,,,,,GRZ,Health Post,,,,,Operational
Southern,Livingstone,Chileleko Health Post,,SG47Ra2BCQ6,,,,,GRZ,Health Post,,,,,Operational
Southern,Livingstone,Mbita Health Post,,ESmTGCjd8pv,,,,,GRZ,Health Post,,,,,Operational
Southern,Livingstone,Mulala Health Post,,R9A6nUIBUB4,,,,,GRZ,Health Post,,,,,Operational
Southern,Livingstone,Natebe Health Post,,mFEhmdXBoKd,,,,,GRZ,Health Post,,,,,Operational
Southern,Livingstone,Sakubita Health Post,,FkpIQ6vxIBj,,,,,GRZ,Health Post,,,,,Operational
Southern,Mazabuka,Chitongo Health Post,,FqO4dLxKNmA,,,,,GRZ,Health Post,,,,,Operational
Southern,Mazabuka,Dimba Health Post,,ntwZU9IBCri,,,,,GRZ,Health Post,,,,,Operational
Southern,Mazabuka,Hillside Health Center Urban,,wkKM5lwl49a,,,,,GRZ,Urban Health Centre,,,,,Operational
Southern,Namwala,Namankubaula Health Post,,bGX8etC0E8b,,,,,GRZ,Health Post,,,,,Operational
Southern,Pemba,Mayasanino Health Post,,Rw3Vl2ZYqM7,,,,,GRZ,Health Post,,,,,Operational
Southern,Pemba,Michelo Rural Health Post,,Po2SILSShT9,,,,,GRZ,Rural Health Centre,,,,,Operational
Southern,Pemba,Moyo Mini Hospital,,bBnY5idPQo9,,,,,,,,,,,Operational
Southern,Pemba,Munyama Health Post,,yF5TJqmZ1o1,,,,,GRZ,Health Post,,,,,Operational
Southern,Siavonga,Dibbwi Health Post,,sCS5roVV1Zg,,,,,GRZ,Health Post,,,,,Operational
Southern,Siavonga,Fishing Camps Health Post,,R1sICBGplhG,,,,,GRZ,Health Post,,,,,Operational
Southern,Siavonga,Namumu Health Post,,kzJXEkUCQS1,,,,,GRZ,Health Post,,,,,Operational
Southern,Siavonga,Siamwiinga Health Post,,MmXH1alz0q6,,,,,GRZ,Health Post,,,,,Operational
Southern,Siavonga,Siavonga Secondy School Health Post,,TwtXjanr6gr,,,,,GRZ,Health Post,,,,,Operational
Southern,Sinazongwe,Kariba Health Post,,VrYYVf1Tif2,,,,,GRZ,Health Post,,,,,Operational
Southern,Sinazongwe,Zuka Health Post,,l70VYAI9V0k,,,,,GRZ,Health Post,,,,,Operational
Western,Kalabo,Luoke East Health Post,,KmfgOcoSI8V,,,,,GRZ,Health Post,22.5114012,-14.77890782,,,Operational
Western,Kalabo,Namweti Health Post,,OSWffo0qFRk,,,,,GRZ,Health Post,22.81407513,-14.95324712,,,Operational
Western,Kaoma,Kashamu Health Post,,HhTwZ7sziKZ,,,,,GRZ,Health Post,,,,,Operational
Western,Kaoma,Nyango Urban Health Centre,,fz8rCLy55CZ,,,,,,,,,,,Operational
Western,Limulunga,Ilundu Health Post,,cj2OmhpBM3V,,,,,GRZ,Health Post,,,,,Operational
Western,Limulunga,Kaongete health Post,,LfSwkmE9nqC,,,,,GRZ,Health Post,,,,,Operational
Western,Limulunga,Malala Health Post,,Zggz6FyLdgQ,,,,,GRZ,Health Post,,,,,Operational
Western,Mitete,Lubelele Health Post,,ZwTsJmqVRE8,,,,,GRZ,Health Post,,,,,Operational
Western,Mitete,Lutembwe Health Post,,nCW43oL8LIy,,,,,GRZ,Health Post,,,,,Operational
Western,Mongu,Lealui Mini Hospital,,yG8Ojvo1UKh,,,,,,,,,,,Operational
Western,Mongu,Siwa Health Post,,RnG45sWZQUp,,,,,GRZ,Health Post,,,,,Operational
Western,Mwandi,Chisu Health Post,,IegtibyJG2A,,,,,GRZ,Health Post,,,,,Operational
Western,Mwandi,Lutaba Health Post,,iP3EhP6ENt8,,,,,GRZ,Health Post,,,,,Operational
Western,Mwandi,Lutaba Mini Hospital,,qojAP1haJWx,,,,,,,,,,,Operational
Western,Nalolo,Arthur Wina Memorial Hospital,,ggomCCCDuEG,,,,,,,,,,,Operational
Western,Nkeyema,Nkeyema Zonal Rural Health Centre,,S4UxNw6bAJX,,,,,GRZ,Rural Health Centre,25.1258069,-14.8509187,,,Operational
Western,Sesheke,Katima Mulilo Mini Hospital,,GuzNia9SGEi,,,,,,,,,,,Operational
Western,Sesheke,Walawala Rural Health Post,,S7hTuimadqP,,,,,GRZ,Rural Health Centre,,,,,Operational
Western,Sikongo,Sikongo Rural Health Centre,,ASnusR9MFtb,,,,,GRZ,Rural Health Centre,22.1525,-15.0342,,,Operational
Western,Sioma,Kalenge,,Pnhix2KnWuM,,,,,,,,,,,Operational
Western,Sioma,Nangweshi Mini Hospital,,wAN3mRqt6az,,,,,,,,,,,Operational
